---------------------#1: seed=510---------------------------
[7, array([-0.29275364,  0.47495807]), 3.7012600379129386, 8.6526838444364209]
[8, array([-0.02605401,  0.79901363]), 2.9505518854999555, 7.6040913145195974]
[9, array([-0.02605401,  0.79901363]), 2.9505518854999555, 6.6132332887063239]
[10, array([-0.297254  ,  0.12907725]), 2.3951172285818925, 5.6084142317387586]
[11, array([-0.297254  ,  0.12907725]), 2.3951172285818925, 5.0802006624991218]
[12, array([ 0.11306221,  0.10789862]), 0.9989792233643624, 4.3200705159003041]
[13, array([ 0.11306221,  0.10789862]), 0.9989792233643624, 3.9791126357006723]
[14, array([ 0.11306221,  0.10789862]), 0.9989792233643624, 3.7363377609304855]
[15, array([ 0.11306221,  0.10789862]), 0.9989792233643624, 3.4229503510936823]
[16, array([ 0.11306221,  0.10789862]), 0.9989792233643624, 3.2556045585020832]
[17, array([-0.02928923,  0.06214819]), 0.31580318627262871, 2.7901880093603704]
[18, array([-0.02928923,  0.06214819]), 0.31580318627262871, 2.42541784329031]
[19, array([ 0.06137099,  0.00700843]), 0.27321103577846317, 1.9681518464355219]
[20, array([-0.05513483,  0.0117031 ]), 0.24190300083879679, 1.3883172187976387]
[21, array([-0.05513483,  0.0117031 ]), 0.24190300083879679, 0.93343667332817915]
[22, array([ 0.0009473 ,  0.01581859]), 0.051495129721211175, 0.60441726627352987]
[23, array([ 0.01262124,  0.00276054]), 0.040980977640871163, 0.38178800744149316]
[24, array([-0.00639795, -0.00253127]), 0.020721135254458733, 0.28651035288304361]
[25, array([ 0.0009473 ,  0.00242449]), 0.0075427728998538335, 0.17462989019299674]
[26, array([ 0.0009473 ,  0.00242449]), 0.0075427728998538335, 0.13766133347304849]
[27, array([ 0.0009473 ,  0.00242449]), 0.0075427728998538335, 0.091094632001271506]
[28, array([ 0.0009473 ,  0.00242449]), 0.0075427728998538335, 0.064321938989794797]
[29, array([ 0.00087964,  0.00014808]), 0.0025442022356334526, 0.04855233738925966]
[30, array([ 0.00087964,  0.00014808]), 0.0025442022356334526, 0.030345560751034117]
[31, array([-0.00061107,  0.00013235]), 0.0017788452052269754, 0.021129569118948855]
[32, array([-0.00061107,  0.00013235]), 0.0017788452052269754, 0.01209100244277268]
[33, array([-0.00061107,  0.00013235]), 0.0017788452052269754, 0.0084968339783961788]
[34, array([-0.00061107,  0.00013235]), 0.0017788452052269754, 0.0061656886192479558]
[35, array([  9.72066859e-05,   1.20435809e-04]), 0.00043839508123300064, 0.0047510199119071396]
[36, array([  9.72066859e-05,   1.20435809e-04]), 0.00043839508123300064, 0.0041983632322133424]
[37, array([  9.72066859e-05,   1.20435809e-04]), 0.00043839508123300064, 0.0038985769348870215]
[38, array([  9.72066859e-05,   1.20435809e-04]), 0.00043839508123300064, 0.0032224286604651377]
[39, array([  9.72066859e-05,   1.20435809e-04]), 0.00043839508123300064, 0.0026917851876443245]
[40, array([  9.72066859e-05,   1.20435809e-04]), 0.00043839508123300064, 0.002030370370047674]
[41, array([  9.72066859e-05,   1.20435809e-04]), 0.00043839508123300064, 0.0017200280007476643]
[42, array([  9.72066859e-05,   1.20435809e-04]), 0.00043839508123300064, 0.0014692931954873422]
[43, array([ -3.60441515e-05,  -1.22324340e-04]), 0.00036112598538595719, 0.0012113798264887343]
[44, array([ -3.60441515e-05,  -1.22324340e-04]), 0.00036112598538595719, 0.00095161364046107981]
[45, array([ -1.27379153e-05,   9.82100697e-05]), 0.00028036788342022945, 0.00082015632420278099]
[46, array([ -1.56822513e-05,   3.64717128e-06]), 4.5546763584258798e-05, 0.00058111554826867362]
[47, array([ -1.56822513e-05,   3.64717128e-06]), 4.5546763584258798e-05, 0.00045694297138050289]
[48, array([ -1.56822513e-05,   3.64717128e-06]), 4.5546763584258798e-05, 0.00032496519239613166]
[49, array([ -1.56822513e-05,   3.64717128e-06]), 4.5546763584258798e-05, 0.00025262324405206371]
[50, array([  4.50367372e-06,  -1.00336489e-06]), 1.3051181618539687e-05, 0.00018761456438332047]
[51, array([  4.50367372e-06,  -1.00336489e-06]), 1.3051181618539687e-05, 0.00016409178019936022]
[52, array([  4.50367372e-06,  -1.00336489e-06]), 1.3051181618539687e-05, 0.00012298460143798096]
[53, array([  4.50367372e-06,  -1.00336489e-06]), 1.3051181618539687e-05, 0.00011404031599964171]
[54, array([  4.50367372e-06,  -1.00336489e-06]), 1.3051181618539687e-05, 8.3192976188417589e-05]
[55, array([  4.50367372e-06,  -1.00336489e-06]), 1.3051181618539687e-05, 6.2393502254298736e-05]
[56, array([  4.50367372e-06,  -1.00336489e-06]), 1.3051181618539687e-05, 4.0391668513972688e-05]
[57, array([  1.89860294e-06,  -2.64800849e-06]), 9.2162002727214087e-06, 3.6215450868670732e-05]
---------------------#7: seed=742---------------------------
[1, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 17.446967890545412]
[2, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 15.839874286395411]
[3, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 14.598413295838284]
[4, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 13.727423935711968]
[5, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 12.797716456162702]
[6, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 11.208084864348182]
[7, array([ 2.0656882 ,  0.05644523]), 5.2598593072873179, 9.9073656644174299]
[8, array([ 0.0486367 ,  0.20800542]), 1.4780876373419685, 8.6102914418684264]
[9, array([ 0.0486367 ,  0.20800542]), 1.4780876373419685, 7.9551124585012349]
[10, array([ 0.0486367 ,  0.20800542]), 1.4780876373419685, 7.617178076778254]
[11, array([ 0.0486367 ,  0.20800542]), 1.4780876373419685, 6.4668223524130655]
[12, array([ 0.0486367 ,  0.20800542]), 1.4780876373419685, 5.5388138872334753]
[13, array([ 0.0486367 ,  0.20800542]), 1.4780876373419685, 5.1046835593549087]
[14, array([ 0.0486367 ,  0.20800542]), 1.4780876373419685, 4.4325727118160918]
[15, array([ 0.0486367 ,  0.20800542]), 1.4780876373419685, 3.9322444628832449]
[16, array([ 0.0486367 ,  0.20800542]), 1.4780876373419685, 3.476717520238914]
[17, array([ 0.0486367 ,  0.20800542]), 1.4780876373419685, 3.3172928612419339]
[18, array([ 0.0486367 ,  0.20800542]), 1.4780876373419685, 3.0174241912274637]
[19, array([-0.07104065, -0.00972398]), 0.33415018154778808, 2.4084209605981419]
[20, array([-0.07104065, -0.00972398]), 0.33415018154778808, 1.9586051821497326]
[21, array([-0.07104065, -0.00972398]), 0.33415018154778808, 1.727015966098723]
[22, array([-0.07104065, -0.00972398]), 0.33415018154778808, 1.3007522636900575]
[23, array([-0.02906225,  0.00093307]), 0.10460015943037648, 0.88996090554977703]
[24, array([ 0.00435818,  0.01921302]), 0.066026696492603509, 0.55957294131495472]
[25, array([-0.01259999,  0.01445308]), 0.063999040517974226, 0.43246132326331138]
[26, array([-0.01259999,  0.01445308]), 0.063999040517974226, 0.34282013356474311]
[27, array([-0.00238565, -0.01126255]), 0.036087605145639134, 0.26638338201825934]
[28, array([-0.00527688,  0.00067554]), 0.01580054125428676, 0.20975090491461357]
[29, array([-0.00527688,  0.00067554]), 0.01580054125428676, 0.14443560435603234]
[30, array([ -2.53915590e-03,   4.87604993e-05]), 0.0073548772054121692, 0.074362708865103239]
[31, array([ -2.53915590e-03,   4.87604993e-05]), 0.0073548772054121692, 0.060243620840220037]
[32, array([ -2.53915590e-03,   4.87604993e-05]), 0.0073548772054121692, 0.047412608171618673]
[33, array([ -2.53915590e-03,   4.87604993e-05]), 0.0073548772054121692, 0.034389696605576517]
[34, array([ -2.53915590e-03,   4.87604993e-05]), 0.0073548772054121692, 0.024535275623020693]
[35, array([ -2.53915590e-03,   4.87604993e-05]), 0.0073548772054121692, 0.018782890825268784]
[36, array([-0.00187546, -0.00075979]), 0.0058324214659362106, 0.014891582097363187]
[37, array([-0.00187546, -0.00075979]), 0.0058324214659362106, 0.013647370428603534]
[38, array([-0.00187546, -0.00075979]), 0.0058324214659362106, 0.010028183915413269]
[39, array([-0.00029162, -0.00095091]), 0.0028395488048045259, 0.007426996419714893]
[40, array([ -2.79668137e-04,  -8.95583141e-05]), 0.00083288624599875405, 0.0059610898694338662]
[41, array([ 0.00015699, -0.00011804]), 0.00055656140793702846, 0.0039217949482964979]
[42, array([ 0.00015699, -0.00011804]), 0.00055656140793702846, 0.0034112815180383114]
[43, array([ -4.10742505e-05,   5.53021641e-05]), 0.00019496831753729182, 0.0021563385577130665]
[44, array([ -4.10742505e-05,   5.53021641e-05]), 0.00019496831753729182, 0.0018262298970987522]
[45, array([ -4.10742505e-05,   5.53021641e-05]), 0.00019496831753729182, 0.0014329979779064139]
[46, array([ -4.10742505e-05,   5.53021641e-05]), 0.00019496831753729182, 0.00099551137092346309]
[47, array([ -4.10742505e-05,   5.53021641e-05]), 0.00019496831753729182, 0.00066344341863908694]
[48, array([  2.31850508e-05,   3.99295276e-05]), 0.00013065274944823457, 0.00049832218524885623]
[49, array([  1.54726024e-05,  -1.29361331e-05]), 5.70543207492058e-05, 0.0003278195616606361]
[50, array([  8.79437384e-06,   2.11536303e-06]), 2.5585887815982034e-05, 0.00021897918211353229]
[51, array([  8.79437384e-06,   2.11536303e-06]), 2.5585887815982034e-05, 0.00016778409116176008]
[52, array([  8.79437384e-06,   2.11536303e-06]), 2.5585887815982034e-05, 0.00013166727207662986]
[53, array([  8.79437384e-06,   2.11536303e-06]), 2.5585887815982034e-05, 0.00010562118324193292]
[54, array([  8.79437384e-06,   2.11536303e-06]), 2.5585887815982034e-05, 8.4758338633772462e-05]
[55, array([  8.79437384e-06,   2.11536303e-06]), 2.5585887815982034e-05, 6.6736761588881416e-05]
[56, array([ -6.58867493e-06,   2.75105449e-06]), 2.0196196054644844e-05, 5.1933488866939828e-05]
[57, array([ -6.58867493e-06,   2.75105449e-06]), 2.0196196054644844e-05, 4.1880453738141202e-05]
[58, array([ -3.89356767e-06,  -7.01476856e-07]), 1.119039049912729e-05, 3.6437828153257359e-05]
[59, array([ -2.18408080e-07,  -3.51942818e-06]), 9.9739269754373083e-06, 3.0356775997208984e-05]
---------------------#8: seed=17---------------------------
[1, array([-1.98007601,  0.02935408]), 4.9186483286258351, 17.179100995489776]
[2, array([-1.98007601,  0.02935408]), 4.9186483286258351, 16.113631343765547]
[3, array([-1.98007601,  0.02935408]), 4.9186483286258351, 14.672192610047247]
[4, array([-1.98007601,  0.02935408]), 4.9186483286258351, 12.696886979580778]
[5, array([-1.98007601,  0.02935408]), 4.9186483286258351, 10.939836413355247]
[6, array([-1.05585075,  0.37033188]), 4.5105092446180279, 9.0397735463822873]
[7, array([ 0.44004614,  0.67106523]), 4.3688154157485535, 7.903813324765343]
[8, array([-0.37842984,  0.66555005]), 4.2295373408905803, 7.1591198356641055]
[9, array([ 0.78435987, -0.15584193]), 3.3859156367079071, 6.1485156018262135]
[10, array([-0.06683218, -0.98134481]), 2.7217253295302766, 5.0974723400647957]
[11, array([-0.06683218, -0.98134481]), 2.7217253295302766, 4.8363049269172684]
[12, array([-0.2079151 , -0.20847953]), 2.2375030049469555, 4.0909770235300043]
[13, array([-0.2079151 , -0.20847953]), 2.2375030049469555, 3.7293341976800773]
[14, array([-0.04235533,  0.04588024]), 0.27780229694082381, 3.3391536167213403]
[15, array([ 0.00923493, -0.02782208]), 0.10564736321731205, 2.8166325638879393]
[16, array([ 0.00923493, -0.02782208]), 0.10564736321731205, 2.4707635857011057]
[17, array([ 0.00923493, -0.02782208]), 0.10564736321731205, 1.9498918929700111]
[18, array([ 0.00923493, -0.02782208]), 0.10564736321731205, 1.4374719327787384]
[19, array([ 0.00923493, -0.02782208]), 0.10564736321731205, 0.79304084797076124]
[20, array([ 0.00923493, -0.02782208]), 0.10564736321731205, 0.71569647965403471]
[21, array([ 0.00923493, -0.02782208]), 0.10564736321731205, 0.52945695830987849]
[22, array([-0.0203172 ,  0.00888496]), 0.075767036843693791, 0.32892676399341703]
[23, array([-0.0203172 ,  0.00888496]), 0.075767036843693791, 0.25653773616665465]
[24, array([-0.0203172 ,  0.00888496]), 0.075767036843693791, 0.19103563568220377]
[25, array([-0.0203172 ,  0.00888496]), 0.075767036843693791, 0.17837791602450848]
[26, array([-0.0203172 ,  0.00888496]), 0.075767036843693791, 0.15152828707727925]
[27, array([-0.00280651, -0.00013204]), 0.0081569670015011475, 0.12772729759570067]
[28, array([-0.00280651, -0.00013204]), 0.0081569670015011475, 0.10402990600258226]
[29, array([-0.00280651, -0.00013204]), 0.0081569670015011475, 0.069006666373875175]
[30, array([-0.00280651, -0.00013204]), 0.0081569670015011475, 0.055268500175978105]
[31, array([-0.00280651, -0.00013204]), 0.0081569670015011475, 0.041631721131261214]
[32, array([ 0.00197069,  0.00073044]), 0.0060621369942777115, 0.028954559017666793]
[33, array([ 0.00197069,  0.00073044]), 0.0060621369942777115, 0.026554794463068011]
[34, array([ 0.00163509,  0.00037249]), 0.0048181025475320105, 0.019099051485535323]
[35, array([ 0.00124567,  0.00045338]), 0.0037961849077388088, 0.016737521815602906]
[36, array([ 0.00047266, -0.00110215]), 0.003430223680056077, 0.01348417488239333]
[37, array([ 0.00047266, -0.00110215]), 0.003430223680056077, 0.0077119655021680167]
[38, array([ -8.71659288e-05,   3.68447369e-04]), 0.0010747097813532669, 0.0061745100364270829]
[39, array([ -8.71659288e-05,   3.68447369e-04]), 0.0010747097813532669, 0.0047001300475616684]
[40, array([ 0.00019705,  0.00022614]), 0.00085077167868208292, 0.0030680819745529499]
[41, array([ 0.00019705,  0.00022614]), 0.00085077167868208292, 0.0022621959640628298]
[42, array([ 0.00019705,  0.00022614]), 0.00085077167868208292, 0.0019065962782389256]
[43, array([  5.93077921e-05,   9.86877221e-06]), 0.00017015052708346801, 0.0016372584262504652]
[44, array([  5.93077921e-05,   9.86877221e-06]), 0.00017015052708346801, 0.0013113869538451616]
[45, array([  5.93077921e-05,   9.86877221e-06]), 0.00017015052708346801, 0.0010137348555443459]
[46, array([  5.93077921e-05,   9.86877221e-06]), 0.00017015052708346801, 0.00076678625017487787]
[47, array([  5.93077921e-05,   9.86877221e-06]), 0.00017015052708346801, 0.00063133773181158761]
[48, array([  5.93077921e-05,   9.86877221e-06]), 0.00017015052708346801, 0.00048464581849154696]
[49, array([ -7.08946069e-06,  -4.71770041e-05]), 0.00013499555662521701, 0.00036178165955247366]
[50, array([ -7.08946069e-06,  -4.71770041e-05]), 0.00013499555662521701, 0.00032055459396351793]
[51, array([ -1.43718495e-06,  -2.79677239e-05]), 7.9229927447688198e-05, 0.00028019950597224508]
[52, array([ -1.31433284e-06,   5.74645955e-06]), 1.6674081749545877e-05, 0.00020685134616025281]
[53, array([ -1.31433284e-06,   5.74645955e-06]), 1.6674081749545877e-05, 0.00016329945992064055]
[54, array([  2.22862720e-06,  -1.32766159e-06]), 7.3374617923782637e-06, 0.00011769252679298959]
---------------------#9: seed=595---------------------------
[1, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 18.302654538720603]
[2, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 18.089185358603494]
[3, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 17.871470482128284]
[4, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 17.113554418412789]
[5, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 16.026477441751776]
[6, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 14.817574371892302]
[7, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 14.25220163883464]
[8, array([-0.63210258, -1.72893621]), 6.6344114367946894, 12.589204992722092]
[9, array([ 0.07709883,  1.19068879]), 3.9563874028606496, 10.433093360199328]
[10, array([ 0.07709883,  1.19068879]), 3.9563874028606496, 9.6006062019358325]
[11, array([ 0.07709883,  1.19068879]), 3.9563874028606496, 7.9210820840021139]
[12, array([-0.13755634, -0.77320049]), 3.3329722748161719, 6.4352222826893781]
[13, array([-0.13755634, -0.77320049]), 3.3329722748161719, 6.1649760930899795]
[14, array([-0.13755634, -0.77320049]), 3.3329722748161719, 5.6087671889069384]
[15, array([-0.13755634, -0.77320049]), 3.3329722748161719, 4.9107757543786068]
[16, array([ 0.06166284,  0.70621733]), 3.2391640064657214, 4.3154210867502396]
[17, array([ 0.30148224, -0.17976859]), 2.6307143454299866, 3.97261999130383]
[18, array([-0.00992864, -0.97395771]), 2.5943119768801677, 3.5835510821539271]
[19, array([-0.09266929,  0.15971933]), 1.2475167241939897, 3.1681689910261852]
[20, array([ 0.04512314, -0.02042484]), 0.2042596066587703, 2.8554549257315571]
[21, array([ 0.04512314, -0.02042484]), 0.2042596066587703, 2.659687542244066]
[22, array([ 0.04512314, -0.02042484]), 0.2042596066587703, 2.585543877995589]
[23, array([ 0.04512314, -0.02042484]), 0.2042596066587703, 2.3488473745888756]
[24, array([ 0.04512314, -0.02042484]), 0.2042596066587703, 1.8668499952493096]
[25, array([ 0.04512314, -0.02042484]), 0.2042596066587703, 1.4280351956582424]
[26, array([ 0.04512314, -0.02042484]), 0.2042596066587703, 1.1206083037442949]
[27, array([ 0.04512314, -0.02042484]), 0.2042596066587703, 0.98500330334175534]
[28, array([ 0.04512314, -0.02042484]), 0.2042596066587703, 0.83296043339769421]
[29, array([ 0.04128452, -0.01344319]), 0.17228209189346488, 0.67501589632091075]
[30, array([ 0.04128452, -0.01344319]), 0.17228209189346488, 0.56112447987960601]
[31, array([-0.01169104, -0.02138949]), 0.084701634687473604, 0.40244978001963699]
[32, array([-0.01144402,  0.01302495]), 0.057028908741739048, 0.31125325893780431]
[33, array([-0.00063478,  0.0118478 ]), 0.03730291971338362, 0.17804322121302815]
[34, array([-0.00063478,  0.0118478 ]), 0.03730291971338362, 0.11236419965511227]
[35, array([-0.00097657,  0.00053797]), 0.0031866372804931764, 0.081336241625530464]
[36, array([-0.00097657,  0.00053797]), 0.0031866372804931764, 0.061271590027492009]
[37, array([-0.00097657,  0.00053797]), 0.0031866372804931764, 0.04838566691945969]
[38, array([-0.00097657,  0.00053797]), 0.0031866372804931764, 0.044752138588185185]
[39, array([-0.00097657,  0.00053797]), 0.0031866372804931764, 0.035632559353022494]
[40, array([ 0.00048178,  0.00017701]), 0.0014587575801603414, 0.026029951317697541]
[41, array([ 0.00048178,  0.00017701]), 0.0014587575801603414, 0.017645484718799322]
[42, array([ 0.00048178,  0.00017701]), 0.0014587575801603414, 0.015448645874438949]
[43, array([-0.00028707,  0.00011681]), 0.00087915381935887993, 0.0084907984676283917]
[44, array([-0.00028707,  0.00011681]), 0.00087915381935887993, 0.0062874815902110191]
[45, array([-0.00028707,  0.00011681]), 0.00087915381935887993, 0.0039284278141892949]
[46, array([-0.00028707,  0.00011681]), 0.00087915381935887993, 0.0026763475229508948]
[47, array([ -3.28318868e-05,   1.49938175e-04]), 0.00043476455428903549, 0.0019590292461763247]
[48, array([  7.88178807e-05,  -5.27144382e-05]), 0.00026843442577062504, 0.0017389690378450061]
[49, array([  7.88178807e-05,  -5.27144382e-05]), 0.00026843442577062504, 0.0012580655004843955]
[50, array([ -4.82998898e-05,  -6.92778719e-05]), 0.0002390589716942948, 0.00089920971143593316]
[51, array([ -4.82998898e-05,  -6.92778719e-05]), 0.0002390589716942948, 0.00079506439018421919]
[52, array([ -4.82998898e-05,  -6.92778719e-05]), 0.0002390589716942948, 0.00068432247152392376]
[53, array([  4.81248215e-06,  -3.16227196e-05]), 9.049962207230422e-05, 0.00055314466041833654]
[54, array([  4.81248215e-06,  -3.16227196e-05]), 9.049962207230422e-05, 0.00042747602346571156]
[55, array([  4.81248215e-06,  -3.16227196e-05]), 9.049962207230422e-05, 0.00036898683534145602]
[56, array([  1.40214174e-05,   9.92275016e-06]), 4.8592720290674407e-05, 0.00027797315537432256]
[57, array([  1.40214174e-05,   9.92275016e-06]), 4.8592720290674407e-05, 0.00022418456716950531]
[58, array([  3.10756605e-06,   4.90720204e-06]), 1.6429555927732764e-05, 0.00019289649591209824]
[59, array([  3.10756605e-06,   4.90720204e-06]), 1.6429555927732764e-05, 0.00015154088641535778]
[60, array([  3.10756605e-06,   4.90720204e-06]), 1.6429555927732764e-05, 0.00011500484366839814]
[61, array([  3.10756605e-06,   4.90720204e-06]), 1.6429555927732764e-05, 8.2716165609664219e-05]
[62, array([  3.10756605e-06,   4.90720204e-06]), 1.6429555927732764e-05, 5.0321566325184361e-05]
[63, array([  1.70853334e-06,  -1.42284084e-06]), 6.2888912641945183e-06, 3.9302811922414803e-05]
---------------------#10: seed=106---------------------------
[1, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 17.414201022910515]
[2, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 16.022029143848222]
[3, array([ 2.01928793,  2.03696557]), 6.7149233573038138, 13.88299602639286]
[4, array([ 1.28598986,  0.43746078]), 5.6505437530951674, 12.219746066382211]
[5, array([-1.22035831, -0.725074  ]), 5.3412215055193002, 11.051639106381037]
[6, array([-1.93493071,  0.10243892]), 5.1517967236593165, 9.8226697651832584]
[7, array([-0.36514841,  0.72221774]), 4.2226730118098352, 8.7057335932786941]
[8, array([ 0.38397734,  0.05060074]), 2.6768599149036274, 6.9854839002619187]
[9, array([ 0.38397734,  0.05060074]), 2.6768599149036274, 5.5010968353213041]
[10, array([ 0.32906617,  0.10243892]), 2.4942475325828508, 4.796374754670488]
[11, array([ 0.32906617,  0.10243892]), 2.4942475325828508, 4.0694402222678407]
[12, array([-0.04391392,  0.11844718]), 0.73535150793237891, 3.4547521917899688]
[13, array([-0.04391392,  0.11844718]), 0.73535150793237891, 3.1982450090123229]
[14, array([-0.04391392,  0.11844718]), 0.73535150793237891, 2.8085286612298432]
[15, array([ 0.10356304,  0.00572391]), 0.55603440672510063, 2.3814971078183644]
[16, array([ 0.10356304,  0.00572391]), 0.55603440672510063, 2.1357913419524786]
[17, array([ 0.06961065, -0.02527264]), 0.34960937706209139, 1.9154406873456167]
[18, array([ 0.06961065, -0.02527264]), 0.34960937706209139, 1.3482093665204897]
[19, array([-0.03070751, -0.01141082]), 0.12100251116526595, 0.94982310926128655]
[20, array([ 0.02702016, -0.00784626]), 0.10053247283541156, 0.53151505179648306]
[21, array([ 0.02702016, -0.00784626]), 0.10053247283541156, 0.40565246934655319]
[22, array([ 0.02702016, -0.00784626]), 0.10053247283541156, 0.31070417915208992]
[23, array([-0.01663345, -0.01717245]), 0.082782857644908336, 0.23396964476746343]
[24, array([-0.01663345, -0.01717245]), 0.082782857644908336, 0.20580447209913624]
[25, array([ 0.01157688, -0.00105684]), 0.036475110860049842, 0.16023845864545291]
[26, array([-0.00359163,  0.00875331]), 0.02914337910969822, 0.0978483108224176]
[27, array([-0.00588386, -0.00417401]), 0.021789666947395592, 0.073264987282211091]
[28, array([-0.00535409,  0.00460879]), 0.021309931225957701, 0.052414929391946162]
[29, array([ 0.00076286, -0.00142815]), 0.0046493708589747662, 0.039144949673176922]
[30, array([ 0.00076286, -0.00142815]), 0.0046493708589747662, 0.031586438568578769]
[31, array([ 0.00076286, -0.00142815]), 0.0046493708589747662, 0.02690402314612763]
[32, array([  3.76839603e-06,   6.03950753e-04]), 0.0017179771662303445, 0.018329675282642822]
[33, array([  3.76839603e-06,   6.03950753e-04]), 0.0017179771662303445, 0.012945956919448331]
[34, array([ 0.00013356, -0.00047616]), 0.0014052760980516332, 0.011507837527231057]
[35, array([ 0.00013356, -0.00047616]), 0.0014052760980516332, 0.0094101029623842262]
[36, array([ 0.00029867, -0.00036272]), 0.0013348596110174249, 0.0069745825465550304]
[37, array([ 0.00029867, -0.00036272]), 0.0013348596110174249, 0.0049416140651630689]
[38, array([ -1.20263455e-05,  -3.11945937e-04]), 0.00088556686640872684, 0.0035076942584706394]
[39, array([ -1.20263455e-05,  -3.11945937e-04]), 0.00088556686640872684, 0.0029824429967781007]
[40, array([ -1.20263455e-05,  -3.11945937e-04]), 0.00088556686640872684, 0.0025025311027779829]
[41, array([  4.62547291e-05,   2.33266157e-04]), 0.00067412823398926847, 0.0020141992002986166]
[42, array([ -2.06910735e-05,  -3.12217767e-05]), 0.0001059777127285777, 0.001614652313056819]
[43, array([ -2.06910735e-05,  -3.12217767e-05]), 0.0001059777127285777, 0.0013717679004547456]
[44, array([ -2.06910735e-05,  -3.12217767e-05]), 0.0001059777127285777, 0.0011318470383087308]
[45, array([ -2.06910735e-05,  -3.12217767e-05]), 0.0001059777127285777, 0.00092499622853106092]
[46, array([ -2.06910735e-05,  -3.12217767e-05]), 0.0001059777127285777, 0.00062247155764998401]
[47, array([ -2.06910735e-05,  -3.12217767e-05]), 0.0001059777127285777, 0.00050860098538398903]
[48, array([ -2.06910735e-05,  -3.12217767e-05]), 0.0001059777127285777, 0.00037778394595351373]
[49, array([ -2.06910735e-05,  -3.12217767e-05]), 0.0001059777127285777, 0.00030952671477395554]
[50, array([ -3.12688052e-05,   6.36106795e-06]), 9.0280151181065804e-05, 0.00022894828447137528]
[51, array([ -1.56128507e-06,  -1.16707928e-05]), 3.330774751875154e-05, 0.00016094373986250688]
[52, array([ -1.56128507e-06,  -1.16707928e-05]), 3.330774751875154e-05, 0.00013840733882277689]
[53, array([ -2.45404969e-06,  -7.84863824e-06]), 2.3260946346415068e-05, 0.00011518718226382063]
[54, array([ -2.45404969e-06,  -7.84863824e-06]), 2.3260946346415068e-05, 8.8288895595756145e-05]
[55, array([ -2.45404969e-06,  -7.84863824e-06]), 2.3260946346415068e-05, 7.6393455508405597e-05]
[56, array([ -1.58571670e-06,  -5.92726536e-06]), 1.7355419121845017e-05, 6.557902281327799e-05]
[57, array([ -1.58571670e-06,  -5.92726536e-06]), 1.7355419121845017e-05, 5.6577720839623422e-05]
[58, array([ -1.58571670e-06,  -5.92726536e-06]), 1.7355419121845017e-05, 4.0950318720245352e-05]
[59, array([  2.69743486e-06,   5.38542785e-06]), 1.703715998191413e-05, 3.2838824635827993e-05]
[60, array([ -2.54001185e-06,   1.36238780e-06]), 8.152649428883052e-06, 2.3230912196314791e-05]
